,epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,vaccinated,vaccinated_per_100k_inhabitants,vaccinated_second,vaccinated_second_per_100k_inhabitants
0,9,2020-02-25,Brazil,SP,TOTAL,0,0,1,1,0,0,0.0,0.00218,0.0,,,,,,,,
1,9,2020-02-25,Brazil,TOTAL,TOTAL,0,0,1,1,0,0,0.0,0.00047000000000000004,0.0,,,,,,,,
2,9,2020-02-26,Brazil,SP,TOTAL,0,0,0,1,0,1,0.0,0.00218,0.0,,,,,,,,
3,9,2020-02-26,Brazil,TOTAL,TOTAL,0,0,0,1,0,1,0.0,0.00047000000000000004,0.0,,,,,,,,
4,9,2020-02-27,Brazil,SP,TOTAL,0,0,0,1,0,1,0.0,0.00218,0.0,,,,,,,,
5,9,2020-02-27,Brazil,TOTAL,TOTAL,0,0,0,1,0,1,0.0,0.00047000000000000004,0.0,,,,,,,,
6,9,2020-02-28,Brazil,SP,TOTAL,0,0,1,2,0,1,0.0,0.00436,0.0,,,,,,,,
7,9,2020-02-28,Brazil,TOTAL,TOTAL,0,0,1,2,0,1,0.0,0.0009400000000000001,0.0,,,,,,,,
8,9,2020-02-29,Brazil,SP,TOTAL,0,0,0,2,0,2,0.0,0.00436,0.0,,,,,,,,
9,9,2020-02-29,Brazil,TOTAL,TOTAL,0,0,0,2,0,2,0.0,0.0009400000000000001,0.0,,,,,,,,
10,10,2020-03-01,Brazil,SP,TOTAL,0,0,0,2,0,2,0.0,0.00436,0.0,,,,,,,,
11,10,2020-03-01,Brazil,TOTAL,TOTAL,0,0,0,2,0,2,0.0,0.0009400000000000001,0.0,,,,,,,,
12,10,2020-03-02,Brazil,SP,TOTAL,0,0,0,2,0,2,0.0,0.00436,0.0,,,,,,,,
13,10,2020-03-02,Brazil,TOTAL,TOTAL,0,0,0,2,0,2,0.0,0.0009400000000000001,0.0,,,,,,,,
14,10,2020-03-03,Brazil,SP,TOTAL,0,0,0,2,0,2,0.0,0.00436,0.0,,,,,,,,
15,10,2020-03-03,Brazil,TOTAL,TOTAL,0,0,0,2,0,2,0.0,0.0009400000000000001,0.0,,,,,,,,
16,10,2020-03-04,Brazil,SP,TOTAL,0,0,1,3,0,3,0.0,0.006529999999999999,0.0,,,,,,,,
17,10,2020-03-04,Brazil,TOTAL,TOTAL,0,0,1,3,0,3,0.0,0.0014199999999999998,0.0,,,,,,,,
18,10,2020-03-05,Brazil,RJ,TOTAL,0,0,1,1,0,1,0.0,0.00579,0.0,,,,,,,,
19,10,2020-03-05,Brazil,SP,TOTAL,0,0,3,6,0,6,0.0,0.013069999999999998,0.0,,,,,,,,
20,10,2020-03-05,Brazil,TOTAL,TOTAL,0,0,4,7,0,7,0.0,0.00331,0.0,,,,,,,,
21,10,2020-03-06,Brazil,BA,TOTAL,0,0,1,1,0,1,0.0,0.00672,0.0,,,,,,,,
22,10,2020-03-06,Brazil,ES,TOTAL,0,0,1,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
23,10,2020-03-06,Brazil,RJ,TOTAL,0,0,1,2,0,1,0.0,0.01158,0.0,,,,,,,,
24,10,2020-03-06,Brazil,SP,TOTAL,0,0,4,10,0,10,0.0,0.02178,0.0,,,,,,,,
25,10,2020-03-06,Brazil,TOTAL,TOTAL,0,0,7,14,0,13,0.0,0.0066099999999999996,0.0,,,,,,,,
26,10,2020-03-07,Brazil,BA,TOTAL,0,0,1,2,0,2,0.0,0.01345,0.0,,,,,,,,
27,10,2020-03-07,Brazil,DF,TOTAL,0,0,1,1,0,1,0.0,0.03316,0.0,,,,,,,,
28,10,2020-03-07,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
29,10,2020-03-07,Brazil,RJ,TOTAL,0,0,0,2,0,2,0.0,0.01158,0.0,,,,,,,,
30,10,2020-03-07,Brazil,SP,TOTAL,0,0,3,13,0,13,0.0,0.028310000000000002,0.0,,,,,,,,
31,10,2020-03-07,Brazil,TOTAL,TOTAL,0,0,5,19,0,19,0.0,0.00897,0.0,,,,,,,,
32,11,2020-03-08,Brazil,AL,TOTAL,0,0,1,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
33,11,2020-03-08,Brazil,BA,TOTAL,0,0,0,2,0,2,0.0,0.01345,0.0,,,,,,,,
34,11,2020-03-08,Brazil,DF,TOTAL,0,0,0,1,0,1,0.0,0.03316,0.0,,,,,,,,
35,11,2020-03-08,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
36,11,2020-03-08,Brazil,MG,TOTAL,0,0,1,1,0,1,0.0,0.00472,0.0,,,,,,,,
37,11,2020-03-08,Brazil,RJ,TOTAL,0,0,1,3,0,3,0.0,0.01738,0.0,,,,,,,,
38,11,2020-03-08,Brazil,SP,TOTAL,0,0,3,16,0,16,0.0,0.034839999999999996,0.0,,,,,,,,
39,11,2020-03-08,Brazil,TOTAL,TOTAL,0,0,6,25,0,25,0.0,0.01181,0.0,,,,,,,,
40,11,2020-03-09,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
41,11,2020-03-09,Brazil,BA,TOTAL,0,0,0,2,0,2,0.0,0.01345,0.0,,,,,,,,
42,11,2020-03-09,Brazil,DF,TOTAL,0,0,0,1,0,1,0.0,0.03316,0.0,,,,,,,,
43,11,2020-03-09,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
44,11,2020-03-09,Brazil,MG,TOTAL,0,0,0,1,0,1,0.0,0.00472,0.0,,,,,,,,
45,11,2020-03-09,Brazil,RJ,TOTAL,0,0,0,3,0,3,0.0,0.01738,0.0,,,,,,,,
46,11,2020-03-09,Brazil,SP,TOTAL,0,0,0,16,0,16,0.0,0.034839999999999996,0.0,,,,,,,,
47,11,2020-03-09,Brazil,TOTAL,TOTAL,0,0,0,25,0,25,0.0,0.01181,0.0,,,,,,,,
48,11,2020-03-10,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
49,11,2020-03-10,Brazil,BA,TOTAL,0,0,0,2,0,2,0.0,0.01345,0.0,,,,,,,,
50,11,2020-03-10,Brazil,DF,TOTAL,0,0,0,1,0,1,0.0,0.03316,0.0,,,,,,,,
51,11,2020-03-10,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
52,11,2020-03-10,Brazil,MG,TOTAL,0,0,0,1,0,1,0.0,0.00472,0.0,,,,,,,,
53,11,2020-03-10,Brazil,RJ,TOTAL,0,0,5,8,0,8,0.0,0.04634,0.0,,,,,,,,
54,11,2020-03-10,Brazil,RS,TOTAL,0,0,1,1,0,1,0.0,0.008790000000000001,0.0,,,,,,,,
55,11,2020-03-10,Brazil,SP,TOTAL,0,0,3,19,0,19,0.0,0.04138,0.0,,,,,,,,
56,11,2020-03-10,Brazil,TOTAL,TOTAL,0,0,9,34,0,34,0.0,0.016059999999999998,0.0,,,,,,,,
57,11,2020-03-11,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
58,11,2020-03-11,Brazil,BA,TOTAL,0,0,1,3,0,2,0.0,0.02017,0.0,,,,,,,,
59,11,2020-03-11,Brazil,DF,TOTAL,0,0,1,2,0,2,0.0,0.06633,0.0,,,,,,,,
60,11,2020-03-11,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
61,11,2020-03-11,Brazil,MG,TOTAL,0,0,0,1,0,1,0.0,0.00472,0.0,,,,,,,,
62,11,2020-03-11,Brazil,RJ,TOTAL,0,0,5,13,0,13,0.0,0.0753,0.0,,,,,,,,
63,11,2020-03-11,Brazil,RS,TOTAL,0,0,1,2,0,2,0.0,0.017580000000000002,0.0,,,,,,,,
64,11,2020-03-11,Brazil,SP,TOTAL,0,0,11,30,0,30,0.0,0.06533,0.0,,,,,,,,
65,11,2020-03-11,Brazil,TOTAL,TOTAL,0,0,19,53,0,52,0.0,0.02503,0.0,,,,,,,,
66,11,2020-03-12,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
67,11,2020-03-12,Brazil,BA,TOTAL,0,0,0,3,0,2,0.0,0.02017,0.0,,,,,,,,
68,11,2020-03-12,Brazil,DF,TOTAL,0,0,0,2,0,2,0.0,0.06633,0.0,,,,,,,,
69,11,2020-03-12,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
70,11,2020-03-12,Brazil,GO,TOTAL,0,0,3,3,0,0,0.0,0.04275,0.0,,,,,,,,
71,11,2020-03-12,Brazil,MG,TOTAL,0,0,1,2,0,1,0.0,0.00945,0.0,,,,,,,,
72,11,2020-03-12,Brazil,PE,TOTAL,0,0,2,2,0,2,0.0,0.02093,0.0,,,,,,,,
73,11,2020-03-12,Brazil,PR,TOTAL,0,0,6,6,0,6,0.0,0.05248,0.0,,,,,,,,
74,11,2020-03-12,Brazil,RJ,TOTAL,0,0,3,16,0,16,0.0,0.09267,0.0,,,,,,,,
75,11,2020-03-12,Brazil,RN,TOTAL,0,0,1,1,0,0,0.0,0.02852,0.0,,,,,,,,
76,11,2020-03-12,Brazil,RS,TOTAL,0,0,2,4,0,4,0.0,0.035160000000000004,0.0,,,,,,,,
77,11,2020-03-12,Brazil,SC,TOTAL,0,0,2,2,0,0,0.0,0.02791,0.0,,,,,,,,
78,11,2020-03-12,Brazil,SP,TOTAL,0,0,16,46,0,42,0.0,0.10017999999999999,0.0,,,,,,,,
79,11,2020-03-12,Brazil,TOTAL,TOTAL,0,0,36,89,0,77,0.0,0.04203,0.0,,,,,,,,
80,11,2020-03-13,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
81,11,2020-03-13,Brazil,AM,TOTAL,0,0,2,2,0,0,0.0,0.048260000000000004,0.0,,,,,,,,
82,11,2020-03-13,Brazil,BA,TOTAL,0,0,4,7,0,2,0.0,0.047060000000000005,0.0,,,,,,,,
83,11,2020-03-13,Brazil,DF,TOTAL,0,0,0,2,0,2,0.0,0.06633,0.0,,,,,,,,
84,11,2020-03-13,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
85,11,2020-03-13,Brazil,GO,TOTAL,0,0,0,3,0,3,0.0,0.04275,0.0,,,,,,,,
86,11,2020-03-13,Brazil,MG,TOTAL,0,0,0,2,0,2,0.0,0.00945,0.0,,,,,,,,
87,11,2020-03-13,Brazil,PE,TOTAL,0,0,0,2,0,2,0.0,0.02093,0.0,,,,,,,,
88,11,2020-03-13,Brazil,PR,TOTAL,0,0,0,6,0,6,0.0,0.05248,0.0,,,,,,,,
89,11,2020-03-13,Brazil,RJ,TOTAL,0,0,0,16,0,16,0.0,0.09267,0.0,,,,,,,,
90,11,2020-03-13,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,,,,
91,11,2020-03-13,Brazil,RS,TOTAL,0,0,0,4,0,4,0.0,0.035160000000000004,0.0,,,,,,,,
92,11,2020-03-13,Brazil,SC,TOTAL,0,0,1,3,0,2,0.0,0.04187,0.0,,,,,,,,
93,11,2020-03-13,Brazil,SP,TOTAL,0,0,10,56,0,56,0.0,0.12195,0.0,,,,,,,,
94,11,2020-03-13,Brazil,TOTAL,TOTAL,0,0,17,106,0,98,0.0,0.05006,0.0,,,,,,,,
95,11,2020-03-14,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
96,11,2020-03-14,Brazil,AM,TOTAL,0,0,0,2,0,0,0.0,0.048260000000000004,0.0,,,,,,,,
97,11,2020-03-14,Brazil,BA,TOTAL,0,0,0,7,0,2,0.0,0.047060000000000005,0.0,,,,,,,,
98,11,2020-03-14,Brazil,DF,TOTAL,0,0,6,8,0,6,0.0,0.26532,0.0,,,,,,,,
99,11,2020-03-14,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
100,11,2020-03-14,Brazil,GO,TOTAL,0,0,1,4,0,3,0.0,0.05699,0.0,,,,,,,,
101,11,2020-03-14,Brazil,MG,TOTAL,0,0,2,4,0,2,0.0,0.0189,0.0,,,,,,,,
102,11,2020-03-14,Brazil,MS,TOTAL,0,0,2,2,0,0,0.0,0.07197,0.0,,,,,,,,
103,11,2020-03-14,Brazil,PE,TOTAL,0,0,5,7,0,2,0.0,0.07324,0.0,,,,,,,,
104,11,2020-03-14,Brazil,PR,TOTAL,0,0,0,6,0,6,0.0,0.05248,0.0,,,,,,,,
105,11,2020-03-14,Brazil,RJ,TOTAL,0,0,6,22,0,22,0.0,0.12743,0.0,,,,,,,,
106,11,2020-03-14,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,,,,
107,11,2020-03-14,Brazil,RS,TOTAL,0,0,2,6,0,6,0.0,0.052739999999999995,0.0,,,,,,,,
108,11,2020-03-14,Brazil,SC,TOTAL,0,0,2,5,0,4,0.0,0.06978999999999999,0.0,,,,,,,,
109,11,2020-03-14,Brazil,SE,TOTAL,0,0,1,1,0,0,0.0,0.0435,0.0,,,,,,,,
110,11,2020-03-14,Brazil,SP,TOTAL,0,0,9,65,0,65,0.0,0.14155,0.0,,,,,,,,
111,11,2020-03-14,Brazil,TOTAL,TOTAL,0,0,36,142,0,121,0.0,0.06706000000000001,0.0,,,,,,,,
112,12,2020-03-15,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
113,12,2020-03-15,Brazil,AM,TOTAL,0,0,0,2,0,1,0.0,0.048260000000000004,0.0,,,,,,,,
114,12,2020-03-15,Brazil,BA,TOTAL,0,0,2,9,0,2,0.0,0.06051,0.0,,,,,,,,
115,12,2020-03-15,Brazil,DF,TOTAL,0,0,6,14,0,8,0.0,0.4643,0.0,,,,,,,,
116,12,2020-03-15,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
117,12,2020-03-15,Brazil,GO,TOTAL,0,0,0,4,0,3,0.0,0.05699,0.0,,,,,,,,
118,12,2020-03-15,Brazil,MG,TOTAL,0,0,0,4,0,2,0.0,0.0189,0.0,,,,,,,,
119,12,2020-03-15,Brazil,MS,TOTAL,0,0,0,2,0,0,0.0,0.07197,0.0,,,,,,,,
120,12,2020-03-15,Brazil,PE,TOTAL,0,0,1,8,0,2,0.0,0.08371,0.0,,,,,,,,
121,12,2020-03-15,Brazil,PR,TOTAL,0,0,0,6,0,6,0.0,0.05248,0.0,,,,,,,,
122,12,2020-03-15,Brazil,RJ,TOTAL,0,0,2,24,0,24,0.0,0.13901,0.0,,,,,,,,
123,12,2020-03-15,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,,,,
124,12,2020-03-15,Brazil,RS,TOTAL,0,0,0,6,0,6,0.0,0.052739999999999995,0.0,,,,,,,,
125,12,2020-03-15,Brazil,SC,TOTAL,0,0,1,6,0,6,0.0,0.08374,0.0,,,,,,,,
126,12,2020-03-15,Brazil,SE,TOTAL,0,0,0,1,0,1,0.0,0.0435,0.0,,,,,,,,
127,12,2020-03-15,Brazil,SP,TOTAL,0,0,71,136,0,136,0.0,0.29617,0.0,,,,,,,,
128,12,2020-03-15,Brazil,TOTAL,TOTAL,0,0,83,225,0,200,0.0,0.10625,0.0,,,,,,,,
129,12,2020-03-16,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
130,12,2020-03-16,Brazil,AM,TOTAL,0,0,0,2,0,1,0.0,0.048260000000000004,0.0,,,,,,,,
131,12,2020-03-16,Brazil,BA,TOTAL,0,0,1,10,0,2,0.0,0.06724,0.0,,,,,,,,
132,12,2020-03-16,Brazil,CE,TOTAL,0,0,9,9,0,0,0.0,0.09855,0.0,,,,,,,,
133,12,2020-03-16,Brazil,DF,TOTAL,0,0,5,19,0,13,0.0,0.63013,0.0,,,,,,,,
134,12,2020-03-16,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
135,12,2020-03-16,Brazil,GO,TOTAL,0,0,5,9,0,3,0.0,0.12824000000000002,0.0,,,,,,,,
136,12,2020-03-16,Brazil,MG,TOTAL,0,0,2,6,0,5,0.0,0.028339999999999997,0.0,,,,,,,,
137,12,2020-03-16,Brazil,MS,TOTAL,0,0,2,4,0,2,0.0,0.14394,0.0,,,,,,,,
138,12,2020-03-16,Brazil,PE,TOTAL,0,0,0,8,0,2,0.0,0.08371,0.0,,,,,,,,
139,12,2020-03-16,Brazil,PR,TOTAL,0,0,0,6,0,6,0.0,0.05248,0.0,,,,,,,,
140,12,2020-03-16,Brazil,RJ,TOTAL,0,0,7,31,0,31,0.0,0.17955,0.0,,,,,,,,
141,12,2020-03-16,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,,,,
142,12,2020-03-16,Brazil,RS,TOTAL,0,0,2,8,0,6,0.0,0.07032000000000001,0.0,,,,,,,,
143,12,2020-03-16,Brazil,SC,TOTAL,0,0,1,7,0,7,0.0,0.0977,0.0,,,,,,,,
144,12,2020-03-16,Brazil,SE,TOTAL,0,0,4,5,0,1,0.0,0.21750999999999998,0.0,,,,,,,,
145,12,2020-03-16,Brazil,SP,TOTAL,0,0,16,152,0,152,0.0,0.33102,0.0,,,,,,,,
146,12,2020-03-16,Brazil,TOTAL,TOTAL,0,0,54,279,0,234,0.0,0.13176,0.0,,,,,,,,
147,12,2020-03-17,Brazil,AC,TOTAL,0,0,3,3,0,0,0.0,0.34016,0.0,,,,,,,,
148,12,2020-03-17,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
149,12,2020-03-17,Brazil,AM,TOTAL,0,0,0,2,0,1,0.0,0.048260000000000004,0.0,,,,,,,,
150,12,2020-03-17,Brazil,BA,TOTAL,0,0,4,14,0,3,0.0,0.09412999999999999,0.0,,,,,,,,
151,12,2020-03-17,Brazil,CE,TOTAL,0,0,1,10,0,5,0.0,0.1095,0.0,,,,,,,,
152,12,2020-03-17,Brazil,DF,TOTAL,0,0,3,22,0,22,0.0,0.7296199999999999,0.0,,,,,,,,
153,12,2020-03-17,Brazil,ES,TOTAL,0,0,0,1,0,1,0.0,0.024880000000000003,0.0,,,,,,,,
154,12,2020-03-17,Brazil,GO,TOTAL,0,0,1,10,0,6,0.0,0.14248,0.0,,,,,,,,
155,12,2020-03-17,Brazil,MG,TOTAL,0,0,8,14,0,7,0.0,0.06614,0.0,,,,,,,,
156,12,2020-03-17,Brazil,MS,TOTAL,0,0,2,6,0,4,0.0,0.21591,0.0,,,,,,,,
157,12,2020-03-17,Brazil,PE,TOTAL,0,0,10,18,0,16,0.0,0.18834,0.0,,,,,,,,
158,12,2020-03-17,Brazil,PR,TOTAL,0,0,6,12,0,6,0.0,0.10495,0.0,,,,,,,,
159,12,2020-03-17,Brazil,RJ,TOTAL,0,0,2,33,0,33,0.0,0.19114,0.0,,,,,,,,
160,12,2020-03-17,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,,,,
161,12,2020-03-17,Brazil,RS,TOTAL,0,0,2,10,0,10,0.0,0.08789,0.0,,,,,,,,
162,12,2020-03-17,Brazil,SC,TOTAL,0,0,0,7,0,7,0.0,0.0977,0.0,,,,,,,,
163,12,2020-03-17,Brazil,SE,TOTAL,0,0,0,5,0,4,0.0,0.21750999999999998,0.0,,,,,,,,
164,12,2020-03-17,Brazil,SP,TOTAL,1,1,12,164,1,164,0.00218,0.35715,0.0061,,,,,,,,
165,12,2020-03-17,Brazil,TOTAL,TOTAL,1,1,54,333,1,291,0.00047000000000000004,0.15725999999999998,0.003,,,,,,,,
166,12,2020-03-18,Brazil,AC,TOTAL,0,0,0,3,0,0,0.0,0.34016,0.0,,,,,,,,
167,12,2020-03-18,Brazil,AL,TOTAL,0,0,0,1,0,1,0.0,0.029960000000000004,0.0,,,,,,,,
168,12,2020-03-18,Brazil,AM,TOTAL,0,0,0,2,0,1,0.0,0.048260000000000004,0.0,,,,,,,,
169,12,2020-03-18,Brazil,BA,TOTAL,0,0,13,27,0,3,0.0,0.18154,0.0,,,,,,,,
170,12,2020-03-18,Brazil,CE,TOTAL,0,0,9,19,0,9,0.0,0.20806,0.0,,,,,,,,
171,12,2020-03-18,Brazil,DF,TOTAL,0,0,12,34,0,26,0.0,1.1275899999999999,0.0,,,,,,,,
172,12,2020-03-18,Brazil,ES,TOTAL,0,0,8,9,0,9,0.0,0.22396,0.0,,,,,,,,
173,12,2020-03-18,Brazil,GO,TOTAL,0,0,2,12,0,8,0.0,0.17098,0.0,,,,,,,,
174,12,2020-03-18,Brazil,MG,TOTAL,0,0,5,19,0,15,0.0,0.08975,0.0,,,,,,,,
175,12,2020-03-18,Brazil,MS,TOTAL,0,0,1,7,0,7,0.0,0.25189,0.0,,,,,,,,
176,12,2020-03-18,Brazil,PA,TOTAL,0,0,1,1,0,0,0.0,0.01162,0.0,,,,,,,,
177,12,2020-03-18,Brazil,PB,TOTAL,0,0,1,1,0,0,0.0,0.02489,0.0,,,,,,,,
178,12,2020-03-18,Brazil,PE,TOTAL,0,0,1,19,0,16,0.0,0.19881,0.0,,,,,,,,
179,12,2020-03-18,Brazil,PR,TOTAL,0,0,3,15,0,13,0.0,0.13119,0.0,,,,,,,,
180,12,2020-03-18,Brazil,RJ,TOTAL,0,0,30,63,0,45,0.0,0.3649,0.0,,,,,,,,
181,12,2020-03-18,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,,,,
182,12,2020-03-18,Brazil,RS,TOTAL,0,0,9,19,0,19,0.0,0.167,0.0,,,,,,,,
183,12,2020-03-18,Brazil,SC,TOTAL,0,0,7,14,0,10,0.0,0.1954,0.0,,,,,,,,
184,12,2020-03-18,Brazil,SE,TOTAL,0,0,1,6,0,5,0.0,0.26102,0.0,,,,,,,,
185,12,2020-03-18,Brazil,SP,TOTAL,3,4,77,241,4,240,0.008709999999999999,0.52484,0.0166,,,,,,,,
186,12,2020-03-18,Brazil,TO,TOTAL,0,0,1,1,0,0,0.0,0.06358,0.0,,,,,,,,
187,12,2020-03-18,Brazil,TOTAL,TOTAL,3,4,181,514,4,428,0.0018899999999999998,0.24273000000000003,0.00778,,,,,,,,
188,12,2020-03-19,Brazil,AC,TOTAL,0,0,1,4,0,3,0.0,0.45355,0.0,,,,,,,,
189,12,2020-03-19,Brazil,AL,TOTAL,0,0,3,4,0,4,0.0,0.11986,0.0,,,,,,,,
190,12,2020-03-19,Brazil,AM,TOTAL,0,0,1,3,0,3,0.0,0.07238,0.0,,,,,,,,
191,12,2020-03-19,Brazil,BA,TOTAL,0,0,4,31,0,30,0.0,0.20843000000000003,0.0,,,,,,,,
192,12,2020-03-19,Brazil,CE,TOTAL,0,0,5,24,0,20,0.0,0.26281,0.0,,,,,,,,
193,12,2020-03-19,Brazil,DF,TOTAL,0,0,8,42,0,42,0.0,1.39291,0.0,,,,,,,,
194,12,2020-03-19,Brazil,ES,TOTAL,0,0,4,13,0,11,0.0,0.32349,0.0,,,,,,,,
195,12,2020-03-19,Brazil,GO,TOTAL,0,0,3,15,0,12,0.0,0.21373000000000003,0.0,,,,,,,,
196,12,2020-03-19,Brazil,MG,TOTAL,0,0,10,29,0,29,0.0,0.13699,0.0,,,,,,,,
197,12,2020-03-19,Brazil,MS,TOTAL,0,0,2,9,0,7,0.0,0.32386,0.0,,,,,,,,
198,12,2020-03-19,Brazil,PA,TOTAL,0,0,0,1,0,1,0.0,0.01162,0.0,,,,,,,,
199,12,2020-03-19,Brazil,PB,TOTAL,0,0,0,1,0,1,0.0,0.02489,0.0,,,,,,,,
200,12,2020-03-19,Brazil,PE,TOTAL,0,0,9,28,0,28,0.0,0.29298,0.0,,,,,,,,
201,12,2020-03-19,Brazil,PI,TOTAL,0,0,3,3,0,0,0.0,0.09165,0.0,,,,,,,,
202,12,2020-03-19,Brazil,PR,TOTAL,0,0,9,24,0,23,0.0,0.2099,0.0,,,,,,,,
203,12,2020-03-19,Brazil,RJ,TOTAL,2,2,3,66,2,65,0.01158,0.38228,0.0303,,,,,,,,
204,12,2020-03-19,Brazil,RN,TOTAL,0,0,0,1,0,1,0.0,0.02852,0.0,,,,,,,,
205,12,2020-03-19,Brazil,RS,TOTAL,0,0,12,31,0,28,0.0,0.27247,0.0,,,,,,,,
206,12,2020-03-19,Brazil,SC,TOTAL,0,0,7,21,0,20,0.0,0.2931,0.0,,,,,,,,
207,12,2020-03-19,Brazil,SE,TOTAL,0,0,0,6,0,6,0.0,0.26102,0.0,,,,,,,,
208,12,2020-03-19,Brazil,SP,TOTAL,1,5,45,286,4,286,0.01089,0.62284,0.017480000000000002,,,,,,,,
209,12,2020-03-19,Brazil,TO,TOTAL,0,0,0,1,0,1,0.0,0.06358,0.0,,,,,,,,
210,12,2020-03-19,Brazil,TOTAL,TOTAL,3,7,129,643,6,621,0.00331,0.30365,0.01089,,,,,,,,
211,12,2020-03-20,Brazil,AC,TOTAL,0,0,3,7,0,7,0.0,0.79371,0.0,,,,,,,,
212,12,2020-03-20,Brazil,AL,TOTAL,0,0,2,6,0,5,0.0,0.17978,0.0,,,,,,,,
213,12,2020-03-20,Brazil,AM,TOTAL,0,0,4,7,0,3,0.0,0.16889,0.0,,,,,,,,
214,12,2020-03-20,Brazil,AP,TOTAL,0,0,1,1,0,1,0.0,0.11824000000000001,0.0,,,,,,,,
215,12,2020-03-20,Brazil,BA,TOTAL,0,0,3,34,0,33,0.0,0.2286,0.0,,,,,,,,
216,12,2020-03-20,Brazil,CE,TOTAL,0,0,44,68,0,55,0.0,0.74463,0.0,,,,,,,,
217,12,2020-03-20,Brazil,DF,TOTAL,0,0,45,87,0,87,0.0,2.88532,0.0,,,,,,,,
218,12,2020-03-20,Brazil,ES,TOTAL,0,0,3,16,0,13,0.0,0.39814,0.0,,,,,,,,
219,12,2020-03-20,Brazil,GO,TOTAL,0,0,3,18,0,15,0.0,0.25647,0.0,,,,,,,,
220,12,2020-03-20,Brazil,MA,TOTAL,0,0,1,1,0,0,0.0,0.014130000000000002,0.0,,,,,,,,
221,12,2020-03-20,Brazil,MG,TOTAL,0,0,9,38,0,35,0.0,0.17951,0.0,,,,,,,,
222,12,2020-03-20,Brazil,MS,TOTAL,0,0,3,12,0,9,0.0,0.43181,0.0,,,,,,,,
223,12,2020-03-20,Brazil,MT,TOTAL,0,0,1,1,0,1,0.0,0.0287,0.0,,,,,,,,
224,12,2020-03-20,Brazil,PA,TOTAL,0,0,1,2,0,2,0.0,0.02325,0.0,,,,,,,,
225,12,2020-03-20,Brazil,PB,TOTAL,0,0,0,1,0,1,0.0,0.02489,0.0,,,,,,,,
226,12,2020-03-20,Brazil,PE,TOTAL,0,0,3,31,0,30,0.0,0.32437,0.0,,,,,,,,
227,12,2020-03-20,Brazil,PI,TOTAL,0,0,1,4,0,3,0.0,0.1222,0.0,,,,,,,,
228,12,2020-03-20,Brazil,PR,TOTAL,0,0,13,37,0,32,0.0,0.3236,0.0,,,,,,,,
229,12,2020-03-20,Brazil,RJ,TOTAL,0,2,43,109,2,109,0.01158,0.63134,0.01835,,,,,,,,
230,12,2020-03-20,Brazil,RN,TOTAL,0,0,5,6,0,1,0.0,0.17109000000000002,0.0,,,,,,,,
